69,6,2,53,80,0,4,4,4,7,8,6,114,38,7,1,2,1,4,5,3,31,12,1,0,6,1,143,1,14,0,1,1,12,7,52,5,3,5,16,2,2,2,1,37,14,16,0,114,5
2,2,1,2,6,1,3,6,5,13,11,19,2,27,9,5,4,1,1,1,8,12,0,1,1,15,12,17,0,7,49,2,10,17,0,33,7,0,10,0,15,5,16,4,5,17,0,2,8,5
2,30,0,12,0,0,1,7,7,1,0,3,15,4,0,47,0,3,1,4,0,1,18,1,0,2,0,5,19,20,4,8,6,1,49,1,0,1,24,0,6,0,1,0,2,11,4,1,41,18
14,1,9,18,1,1,1,21,0,2,43,6,2,7,2,3,1,7,14,0,5,4,13,1,1,12,2,1,8,7,1,9,5,2,8,16,4,21,12,4,1,19,0,14,47,7,10,7,10,2
52,15,1,3,3,0,11,27,32,2,0,6,3,3,21,7,4,5,106,8,18,3,5,3,5,17,1,1,2,3,1,1,11,5,101,0,9,18,1,1,0,7,18,3,1,5,10,6,3,2
3,1,5,3,9,9,3,2,3,10,3,4,17,13,3,7,4,1,4,1,8,3,1,1,2,8,19,1,14,4,1,1,5,10,2,10,2,4,21,1,5,4,31,16,20,2,4,0,4,5
6,47,7,14,14,2,42,40,56,4,2,5,15,10,0,28,4,9,14,0,29,2,14,10,14,37,11,18,8,3,19,1,32,13,4,60,17,21,77,4,1,2,161,22,5,5,1,1,1,0
4,11,1,1,38,22,7,1,24,8,2,4,28,48,0,18,14,2,0,2,10,3,0,4,1,8,18,13,4,1,10,75,0,45,2,1,4,22,0,0,7,6,0,7,5,23,13,7,3,2
1,6,7,7,5,0,4,1,1,28,15,60,2,10,122,2,4,5,8,2,10,64,3,93,20,7,7,131,29,10,8,3,1,3,50,2,31,3,7,2,5,11,0,6,48,12,12,1,2,12
10,9,0,0,4,10,1,131,3,3,3,0,19,32,0,2,3,1,31,1,4,2,0,37,1,1,2,1,4,1,1,6,27,36,3,2,1,10,0,0,40,2,152,1,18,2,0,1,3,0
1,10,0,7,16,2,2,4,56,2,5,3,6,1,42,5,12,40,5,3,3,7,5,0,3,15,5,11,0,40,5,1,11,10,8,1,6,1,1,15,4,3,1,1,4,5,6,29,3,2
20,1,3,0,4,6,7,6,1,1,1,5,14,6,2,14,2,27,0,6,3,2,6,3,1,2,2,0,1,13,6,9,5,17,4,1,19,15,0,4,1,1,36,12,39,4,4,6,1,8
1,3,1,21,2,1,1,2,11,14,4,8,10,9,20,15,13,3,8,7,28,0,7,0,14,9,8,20,3,1,11,13,6,3,12,2,3,3,7,1,0,1,1,3,1,1,7,2,1,1
12,11,14,12,6,17,6,1,19,2,18,16,4,1,42,7,1,2,8,13,10,74,2,39,1,7,13,35,11,11,0,11,2,16,5,95,7,28,10,56,9,3,16,1,1,4,6,3,64,1
2,60,15,1,12,9,27,12,2,12,1,6,7,0,6,8,22,89,20,39,18,12,5,49,10,9,14,64,8,7,3,14,1,1,12,22,7,3,9,30,2,28,1,1,18,2,128,3,61,63
8,9,1,9,0,3,9,7,59,41,7,38,1,19,0,0,1,1,2,1,10,1,4,16,4,2,190,0,42,8,3,28,0,603,5,5,45,42,1,1,37,2,12,0,1,2,4,4,1,0
14,2,6,0,0,0,2,36,22,6,1,19,1,6,9,1,21,27,6,16,9,18,15,32,1,19,2,9,5,0,2,6,1,21,7,8,2,1,4,5,0,7,2,10,3,9,9,83,0,4
4,0,20,0,10,5,4,51,6,4,1,14,1,23,2,33,4,10,38,17,16,2,1,5,1,32,5,95,11,39,1,83,6,1,20,11,1,13,0,13,2,4,18,0,1,1,7,2,29,21
10,9,4,1,6,5,2,0,0,2,60,2,16,25,18,17,58,40,2,1,1,48,7,0,24,5,14,1,11,3,8,0,51,44,13,7,2,8,1,4,25,48,1,2,7,0,0,25,24,29
0,0,4,20,4,24,3,50,1,9,2,16,3,1,2,0,12,28,7,0,7,8,11,13,4,3,33,0,1,7,0,1,2,6,1,0,49,3,8,4,6,3,10,0,57,12,26,5,157,11
1,86,11,1,9,7,22,2,1,1,6,1,7,4,5,3,2,9,4,0,1,9,10,3,3,1,19,3,19,5,3,0,25,0,1,5,1,0,4,15,0,2,1,0,5,3,24,2,4,7
0,53,5,1,9,6,2,2,28,1,5,47,3,3,2,3,15,1,7,13,3,4,1,8,0,2,1,21,9,3,33,1,1,6,8,28,2,26,145,2,26,5,10,3,33,1,1,28,3,1
0,20,16,3,6,16,4,1,1,29,14,17,1,9,0,8,18,6,2,9,17,22,9,13,1,0,8,2,7,9,5,3,24,5,6,0,11,5,2,0,9,3,2,0,22,5,6,4,4,1
0,1,2,8,14,1,124,27,9,1,6,4,2,2,8,2,13,3,0,2,2,8,30,2,1,3,2,5,4,2,5,1,15,7,39,7,2,9,5,12,0,5,3,2,0,9,22,0,4,1
